Date,Product,Category,Price,Quantity,Rating,Revenue
2022-09-09,smartphone,electronics,500,48,2,24000
2022-09-09,mascara,comestic,10,27,1,270
2022-09-09,fragrance,comestic,50,43,6,2150
2022-09-09,oven,electronics,600,27,1,16200
2022-09-09,smartphone,electronics,500,47,6,23500
2022-09-09,microwave,electronics,300,20,5,6000
2022-09-09,suncream,comestic,20,48,4,960
2022-09-10,air conditioner,electronics,800,46,5,36800
2022-09-10,smartphone,electronics,500,17,10,8500
2022-09-10,air conditioner,electronics,800,35,7,28000
2022-09-10,eye liner,comestic,12,35,9,420
2022-09-10,air conditioner,electronics,800,20,6,16000
2022-09-10,laptop,electronics,1000,34,5,34000
2022-09-10,laptop,electronics,1000,36,5,36000
2022-09-10,smartphone,electronics,500,35,9,17500
2022-09-10,fridge,electronics,1200,20,10,24000
2022-09-10,smartphone,electronics,500,36,2,18000
2022-09-11,eye liner,comestic,12,38,7,456
2022-09-11,fridge,electronics,1200,18,7,21600
2022-09-11,fragrance,comestic,50,34,3,1700
2022-09-11,lipstick,comestic,15,43,10,645
2022-09-11,eye liner,comestic,12,49,3,588
2022-09-11,mascara,comestic,10,31,8,310
2022-09-11,laptop,electronics,1000,4,6,4000
2022-09-11,laptop,electronics,1000,50,3,50000
2022-09-11,laptop,electronics,1000,42,6,42000
2022-09-11,lipstick,comestic,15,12,5,180
2022-09-12,face cleanser,comestic,25,47,9,1175
2022-09-12,smartphone,electronics,500,11,10,5500
2022-09-12,air conditioner,electronics,800,38,6,30400
2022-09-12,smartphone,electronics,500,29,6,14500
2022-09-12,fridge,electronics,1200,43,8,51600
2022-09-12,suncream,comestic,20,36,7,720
2022-09-12,smartphone,electronics,500,35,4,17500
2022-09-12,oven,electronics,600,32,2,19200
2022-09-12,laptop,electronics,1000,5,5,5000
2022-09-12,suncream,comestic,20,36,3,720
2022-09-13,air conditioner,electronics,800,10,7,8000
2022-09-13,oven,electronics,600,15,9,9000
2022-09-13,face cleanser,comestic,25,45,5,1125
2022-09-13,eye liner,comestic,12,12,10,144
2022-09-13,mascara,comestic,10,47,6,470
2022-09-13,lipstick,comestic,15,35,6,525
2022-09-13,suncream,comestic,20,36,8,720
2022-09-13,mascara,comestic,10,37,8,370
2022-09-13,smartphone,electronics,500,41,8,20500
2022-09-13,suncream,comestic,20,6,4,120
2022-09-14,laptop,electronics,1000,48,1,48000
2022-09-14,mascara,comestic,10,15,2,150
2022-09-14,smartphone,electronics,500,35,1,17500
2022-09-14,mascara,comestic,10,7,6,70
2022-09-14,microwave,electronics,300,8,6,2400
2022-09-14,oven,electronics,600,42,4,25200
2022-09-14,fragrance,comestic,50,21,2,1050
2022-09-14,fridge,electronics,1200,30,5,36000
2022-09-14,lipstick,comestic,15,21,7,315
2022-09-14,oven,electronics,600,9,5,5400
2022-09-15,mascara,comestic,10,12,2,120
2022-09-15,eye liner,comestic,12,5,9,60
2022-09-15,fragrance,comestic,50,8,6,400
2022-09-15,lipstick,comestic,15,5,10,75
2022-09-15,air conditioner,electronics,800,49,1,39200
2022-09-15,fragrance,comestic,50,34,5,1700
2022-09-15,lipstick,comestic,15,19,4,285
2022-09-15,face cleanser,comestic,25,25,4,625
2022-09-15,fridge,electronics,1200,47,7,56400
2022-09-15,smartphone,electronics,500,27,5,13500
2022-09-16,mascara,comestic,10,10,9,100
2022-09-16,suncream,comestic,20,22,8,440
2022-09-16,oven,electronics,600,33,3,19800
2022-09-16,microwave,electronics,300,17,2,5100
2022-09-16,oven,electronics,600,1,9,600
2022-09-16,lipstick,comestic,15,3,2,45
2022-09-16,air conditioner,electronics,800,47,9,37600
2022-09-16,fragrance,comestic,50,10,4,500
2022-09-16,eye liner,comestic,12,16,6,192
2022-09-16,air conditioner,electronics,800,25,2,20000
2022-09-17,oven,electronics,600,46,1,27600
2022-09-17,suncream,comestic,20,43,9,860
2022-09-17,eye liner,comestic,12,20,6,240
2022-09-17,mascara,comestic,10,14,4,140
2022-09-17,oven,electronics,600,28,7,16800
2022-09-17,oven,electronics,600,12,3,7200
2022-09-17,smartphone,electronics,500,29,5,14500
2022-09-17,oven,electronics,600,17,6,10200
2022-09-17,suncream,comestic,20,25,9,500
2022-09-17,air conditioner,electronics,800,10,8,8000
2022-09-18,lipstick,comestic,15,25,9,375
2022-09-18,laptop,electronics,1000,11,5,11000
2022-09-18,face cleanser,comestic,25,35,6,875
2022-09-18,suncream,comestic,20,25,5,500
2022-09-18,microwave,electronics,300,42,4,12600
2022-09-18,laptop,electronics,1000,3,7,3000
2022-09-18,fragrance,comestic,50,26,2,1300
2022-09-18,smartphone,electronics,500,46,2,23000
2022-09-18,suncream,comestic,20,25,4,500
2022-09-18,oven,electronics,600,2,10,1200
2022-09-19,face cleanser,comestic,25,25,7,625
2022-09-19,smartphone,electronics,500,26,1,13000
2022-09-19,face cleanser,comestic,25,17,5,425
2022-09-19,smartphone,electronics,500,22,5,11000
2022-09-19,mascara,comestic,10,9,8,90
2022-09-19,air conditioner,electronics,800,19,4,15200
2022-09-19,suncream,comestic,20,29,2,580
2022-09-19,oven,electronics,600,50,8,30000
2022-09-19,microwave,electronics,300,23,4,6900
2022-09-19,smartphone,electronics,500,6,5,3000
2022-09-20,suncream,comestic,20,20,3,400
2022-09-20,air conditioner,electronics,800,28,7,22400
2022-09-20,mascara,comestic,10,11,9,110
2022-09-20,mascara,comestic,10,38,4,380
2022-09-20,lipstick,comestic,15,15,5,225
2022-09-20,suncream,comestic,20,31,10,620
2022-09-20,microwave,electronics,300,36,3,10800
2022-09-20,suncream,comestic,20,49,4,980
2022-09-20,mascara,comestic,10,22,2,220
2022-09-20,air conditioner,electronics,800,44,7,35200
2022-09-21,face cleanser,comestic,25,33,10,825
2022-09-21,suncream,comestic,20,3,1,60
2022-09-21,mascara,comestic,10,24,6,240
2022-09-21,suncream,comestic,20,21,2,420
2022-09-21,smartphone,electronics,500,12,9,6000
2022-09-21,fragrance,comestic,50,4,3,200
2022-09-21,face cleanser,comestic,25,14,5,350
2022-09-21,mascara,comestic,10,9,4,90
2022-09-21,smartphone,electronics,500,25,8,12500
2022-09-21,fragrance,comestic,50,45,1,2250
2022-09-22,fragrance,comestic,50,7,5,350
2022-09-22,fragrance,comestic,50,7,10,350
2022-09-22,eye liner,comestic,12,37,8,444
2022-09-22,mascara,comestic,10,49,1,490
2022-09-22,microwave,electronics,300,48,3,14400
2022-09-22,face cleanser,comestic,25,8,5,200
2022-09-22,lipstick,comestic,15,21,2,315
2022-09-22,fragrance,comestic,50,4,8,200
2022-09-22,suncream,comestic,20,21,9,420
2022-09-22,oven,electronics,600,6,3,3600
2022-09-23,eye liner,comestic,12,48,10,576
2022-09-23,face cleanser,comestic,25,47,3,1175
2022-09-23,lipstick,comestic,15,42,2,630
2022-09-23,eye liner,comestic,12,3,2,36
2022-09-23,microwave,electronics,300,19,3,5700
2022-09-23,microwave,electronics,300,29,3,8700
2022-09-23,suncream,comestic,20,25,6,500
2022-09-23,face cleanser,comestic,25,2,7,50
2022-09-23,oven,electronics,600,15,7,9000
2022-09-23,oven,electronics,600,15,9,9000
2022-09-24,fragrance,comestic,50,20,1,1000
2022-09-24,microwave,electronics,300,22,7,6600
2022-09-24,fragrance,comestic,50,5,3,250
2022-09-24,eye liner,comestic,12,45,1,540
2022-09-24,fridge,electronics,1200,41,1,49200
2022-09-24,suncream,comestic,20,3,4,60
2022-09-24,microwave,electronics,300,34,8,10200
2022-09-24,microwave,electronics,300,34,8,10200
2022-09-24,air conditioner,electronics,800,14,8,11200
2022-09-24,face cleanser,comestic,25,49,8,1225
2022-09-25,oven,electronics,600,37,9,22200
2022-09-25,face cleanser,comestic,25,31,4,775
2022-09-25,laptop,electronics,1000,22,2,22000
2022-09-25,mascara,comestic,10,6,4,60
2022-09-25,mascara,comestic,10,38,2,380
2022-09-25,eye liner,comestic,12,39,2,468
2022-09-25,air conditioner,electronics,800,50,6,40000
2022-09-25,face cleanser,comestic,25,42,10,1050
2022-09-25,laptop,electronics,1000,23,9,23000
2022-09-25,smartphone,electronics,500,32,4,16000
2022-09-26,smartphone,electronics,500,40,5,20000
2022-09-26,fragrance,comestic,50,23,3,1150
2022-09-26,fridge,electronics,1200,47,3,56400
2022-09-26,lipstick,comestic,15,22,2,330
2022-09-26,face cleanser,comestic,25,47,4,1175
2022-09-26,air conditioner,electronics,800,28,9,22400
2022-09-26,fridge,electronics,1200,46,8,55200
2022-09-26,fridge,electronics,1200,10,7,12000
2022-09-26,fridge,electronics,1200,12,5,14400
2022-09-26,lipstick,comestic,15,2,2,30
2022-09-27,laptop,electronics,1000,17,10,17000
2022-09-27,microwave,electronics,300,31,2,9300
2022-09-27,laptop,electronics,1000,27,5,27000
2022-09-27,suncream,comestic,20,50,8,1000
2022-09-27,fridge,electronics,1200,26,1,31200
2022-09-27,fragrance,comestic,50,27,8,1350
2022-09-27,air conditioner,electronics,800,3,6,2400
2022-09-27,smartphone,electronics,500,11,10,5500
2022-09-27,fragrance,comestic,50,19,4,950
2022-09-27,laptop,electronics,1000,30,7,30000
2022-09-28,microwave,electronics,300,10,2,3000
2022-09-28,oven,electronics,600,21,6,12600
2022-09-28,smartphone,electronics,500,46,7,23000
2022-09-28,fridge,electronics,1200,27,9,32400
2022-09-28,face cleanser,comestic,25,42,2,1050
2022-09-28,oven,electronics,600,8,10,4800
2022-09-28,fragrance,comestic,50,24,1,1200
2022-09-28,eye liner,comestic,12,30,1,360
2022-09-28,mascara,comestic,10,22,3,220
2022-09-28,laptop,electronics,1000,24,9,24000
2022-09-29,fridge,electronics,1200,35,5,42000
2022-09-29,suncream,comestic,20,7,3,140
2022-09-29,fragrance,comestic,50,15,5,750
2022-09-29,air conditioner,electronics,800,49,8,39200
2022-09-29,eye liner,comestic,12,33,6,396
2022-09-29,air conditioner,electronics,800,2,4,1600
2022-09-29,air conditioner,electronics,800,49,7,39200
2022-09-29,smartphone,electronics,500,5,10,2500
2022-09-29,fridge,electronics,1200,35,1,42000
2022-09-29,face cleanser,comestic,25,43,7,1075
2022-09-30,fragrance,comestic,50,47,1,2350
2022-09-30,smartphone,electronics,500,39,1,19500
2022-09-30,air conditioner,electronics,800,26,2,20800
2022-09-30,microwave,electronics,300,6,6,1800
2022-09-30,eye liner,comestic,12,15,8,180
2022-09-30,mascara,comestic,10,50,6,500
2022-09-30,face cleanser,comestic,25,31,9,775
2022-09-30,fridge,electronics,1200,26,2,31200
2022-09-30,mascara,comestic,10,3,8,30
2022-09-30,fridge,electronics,1200,6,3,7200
2022-10-01,eye liner,comestic,12,47,5,564
2022-10-01,smartphone,electronics,500,39,4,19500
2022-10-01,eye liner,comestic,12,46,6,552
2022-10-01,microwave,electronics,300,13,1,3900
2022-10-01,suncream,comestic,20,23,5,460
2022-10-01,fridge,electronics,1200,24,2,28800
2022-10-01,fragrance,comestic,50,41,7,2050
2022-10-01,eye liner,comestic,12,42,7,504
2022-10-01,fridge,electronics,1200,21,3,25200
2022-10-01,fragrance,comestic,50,41,2,2050
2022-10-02,fridge,electronics,1200,6,3,7200
2022-10-02,face cleanser,comestic,25,49,2,1225
2022-10-02,face cleanser,comestic,25,26,3,650
2022-10-02,eye liner,comestic,12,39,3,468
2022-10-02,smartphone,electronics,500,47,7,23500
2022-10-02,laptop,electronics,1000,21,8,21000
2022-10-02,face cleanser,comestic,25,47,7,1175
2022-10-02,mascara,comestic,10,30,5,300
2022-10-02,suncream,comestic,20,15,2,300
2022-10-02,eye liner,comestic,12,30,1,360
2022-10-03,smartphone,electronics,500,11,6,5500
2022-10-03,air conditioner,electronics,800,8,1,6400
2022-10-03,fragrance,comestic,50,28,9,1400
2022-10-03,air conditioner,electronics,800,43,6,34400
2022-10-03,eye liner,comestic,12,47,9,564
2022-10-03,lipstick,comestic,15,31,8,465
2022-10-03,smartphone,electronics,500,31,2,15500
2022-10-03,fragrance,comestic,50,32,10,1600
2022-10-03,suncream,comestic,20,18,4,360
2022-10-03,oven,electronics,600,5,5,3000
2022-10-04,lipstick,comestic,15,25,2,375
2022-10-04,eye liner,comestic,12,12,6,144
2022-10-04,mascara,comestic,10,26,9,260
2022-10-04,eye liner,comestic,12,20,9,240
2022-10-04,oven,electronics,600,31,8,18600
2022-10-04,air conditioner,electronics,800,49,10,39200
2022-10-04,fragrance,comestic,50,31,6,1550
2022-10-04,smartphone,electronics,500,4,9,2000
2022-10-04,oven,electronics,600,5,9,3000
2022-10-04,fridge,electronics,1200,31,1,37200
2022-10-05,oven,electronics,600,11,4,6600
2022-10-05,suncream,comestic,20,20,9,400
2022-10-05,eye liner,comestic,12,41,2,492
2022-10-05,lipstick,comestic,15,28,3,420
2022-10-05,air conditioner,electronics,800,50,7,40000
2022-10-05,suncream,comestic,20,5,9,100
2022-10-05,laptop,electronics,1000,20,4,20000
2022-10-05,microwave,electronics,300,42,5,12600
2022-10-05,face cleanser,comestic,25,21,5,525
2022-10-05,microwave,electronics,300,4,5,1200
2022-10-06,oven,electronics,600,45,7,27000
2022-10-06,laptop,electronics,1000,27,8,27000
2022-10-06,lipstick,comestic,15,2,3,30
2022-10-06,fridge,electronics,1200,7,7,8400
2022-10-06,face cleanser,comestic,25,28,6,700
2022-10-06,smartphone,electronics,500,27,9,13500
2022-10-06,fridge,electronics,1200,40,2,48000
2022-10-06,smartphone,electronics,500,15,4,7500
2022-10-06,lipstick,comestic,15,26,2,390
2022-10-06,laptop,electronics,1000,4,8,4000
2022-10-07,oven,electronics,600,28,5,16800
2022-10-07,mascara,comestic,10,16,10,160
2022-10-07,face cleanser,comestic,25,13,7,325
2022-10-07,mascara,comestic,10,3,6,30
2022-10-07,smartphone,electronics,500,21,10,10500
2022-10-07,smartphone,electronics,500,49,9,24500
2022-10-07,air conditioner,electronics,800,9,9,7200
2022-10-07,face cleanser,comestic,25,42,5,1050
2022-10-07,eye liner,comestic,12,44,2,528
2022-10-07,eye liner,comestic,12,34,3,408
2022-10-08,fridge,electronics,1200,27,7,32400
2022-10-08,laptop,electronics,1000,38,5,38000
2022-10-08,eye liner,comestic,12,23,10,276
2022-10-08,lipstick,comestic,15,16,4,240
2022-10-08,face cleanser,comestic,25,7,7,175
2022-10-08,face cleanser,comestic,25,30,3,750
2022-10-08,mascara,comestic,10,26,6,260
2022-10-08,fragrance,comestic,50,33,7,1650
2022-10-08,fridge,electronics,1200,23,5,27600
2022-10-08,fridge,electronics,1200,7,3,8400
2022-10-09,air conditioner,electronics,800,4,7,3200
2022-10-09,suncream,comestic,20,5,7,100
2022-10-09,oven,electronics,600,16,2,9600
2022-10-09,fridge,electronics,1200,13,6,15600
2022-10-09,eye liner,comestic,12,37,8,444
2022-10-09,microwave,electronics,300,23,3,6900
2022-10-09,air conditioner,electronics,800,47,3,37600
2022-10-09,fridge,electronics,1200,39,7,46800
2022-10-09,face cleanser,comestic,25,29,4,725
2022-10-09,air conditioner,electronics,800,34,8,27200
2022-10-10,air conditioner,electronics,800,47,7,37600
2022-10-10,suncream,comestic,20,24,7,480
2022-10-10,mascara,comestic,10,48,6,480
2022-10-10,fragrance,comestic,50,48,3,2400
2022-10-10,laptop,electronics,1000,49,4,49000
2022-10-10,air conditioner,electronics,800,19,2,15200
2022-10-10,mascara,comestic,10,48,8,480
2022-10-10,lipstick,comestic,15,11,2,165
2022-10-10,mascara,comestic,10,41,4,410
2022-10-10,fridge,electronics,1200,25,5,30000
2022-10-11,lipstick,comestic,15,45,4,675
2022-10-11,lipstick,comestic,15,10,4,150
2022-10-11,mascara,comestic,10,8,3,80
2022-10-11,eye liner,comestic,12,28,5,336
2022-10-11,lipstick,comestic,15,20,9,300
2022-10-11,fridge,electronics,1200,25,4,30000
2022-10-11,fridge,electronics,1200,47,8,56400
2022-10-11,air conditioner,electronics,800,44,5,35200
2022-10-11,eye liner,comestic,12,2,6,24
2022-10-11,eye liner,comestic,12,14,10,168
2022-10-12,suncream,comestic,20,25,9,500
2022-10-12,eye liner,comestic,12,45,4,540
2022-10-12,fridge,electronics,1200,41,3,49200
2022-10-12,air conditioner,electronics,800,28,5,22400
2022-10-12,face cleanser,comestic,25,11,8,275
2022-10-12,face cleanser,comestic,25,7,8,175
2022-10-12,smartphone,electronics,500,28,1,14000
2022-10-12,microwave,electronics,300,34,4,10200
2022-10-12,microwave,electronics,300,42,3,12600
2022-10-12,suncream,comestic,20,34,9,680
2022-10-13,face cleanser,comestic,25,45,10,1125
2022-10-13,face cleanser,comestic,25,1,10,25
2022-10-13,oven,electronics,600,40,6,24000
2022-10-13,eye liner,comestic,12,36,1,432
2022-10-13,mascara,comestic,10,34,2,340
2022-10-13,eye liner,comestic,12,30,2,360
2022-10-13,oven,electronics,600,30,8,18000
2022-10-13,lipstick,comestic,15,1,8,15
2022-10-13,eye liner,comestic,12,8,6,96
2022-10-13,mascara,comestic,10,15,5,150
2022-10-14,laptop,electronics,1000,4,3,4000
2022-10-14,laptop,electronics,1000,4,9,4000
2022-10-14,lipstick,comestic,15,45,8,675
2022-10-14,fragrance,comestic,50,4,5,200
2022-10-14,mascara,comestic,10,45,8,450
2022-10-14,laptop,electronics,1000,42,9,42000
2022-10-14,microwave,electronics,300,38,9,11400
2022-10-14,suncream,comestic,20,4,9,80
2022-10-14,fragrance,comestic,50,32,9,1600
2022-10-14,oven,electronics,600,41,8,24600
2022-10-15,air conditioner,electronics,800,17,9,13600
2022-10-15,air conditioner,electronics,800,18,7,14400
2022-10-15,face cleanser,comestic,25,47,7,1175
2022-10-15,microwave,electronics,300,32,1,9600
2022-10-15,suncream,comestic,20,3,10,60
2022-10-15,laptop,electronics,1000,38,1,38000
2022-10-15,oven,electronics,600,12,8,7200
2022-10-15,mascara,comestic,10,45,8,450
2022-10-15,eye liner,comestic,12,24,5,288
2022-10-15,suncream,comestic,20,26,9,520
2022-10-16,oven,electronics,600,19,6,11400
2022-10-16,microwave,electronics,300,29,9,8700
2022-10-16,face cleanser,comestic,25,32,4,800
2022-10-16,face cleanser,comestic,25,42,8,1050
2022-10-16,face cleanser,comestic,25,10,8,250
2022-10-16,oven,electronics,600,28,5,16800
2022-10-16,smartphone,electronics,500,2,1,1000
2022-10-16,microwave,electronics,300,49,7,14700
2022-10-16,laptop,electronics,1000,48,1,48000
2022-10-16,face cleanser,comestic,25,11,1,275
2022-10-17,face cleanser,comestic,25,26,6,650
2022-10-17,eye liner,comestic,12,29,6,348
2022-10-17,face cleanser,comestic,25,12,6,300
2022-10-17,smartphone,electronics,500,28,6,14000
2022-10-17,fragrance,comestic,50,4,4,200
2022-10-17,microwave,electronics,300,37,6,11100
2022-10-17,suncream,comestic,20,31,3,620
2022-10-17,air conditioner,electronics,800,47,8,37600
2022-10-17,laptop,electronics,1000,15,2,15000
2022-10-17,oven,electronics,600,12,1,7200
2022-10-18,face cleanser,comestic,25,33,4,825
2022-10-18,mascara,comestic,10,24,6,240
2022-10-18,lipstick,comestic,15,2,2,30
2022-10-18,mascara,comestic,10,3,8,30
2022-10-18,face cleanser,comestic,25,36,9,900
2022-10-18,fragrance,comestic,50,22,1,1100
2022-10-18,face cleanser,comestic,25,38,1,950
2022-10-18,eye liner,comestic,12,46,8,552
2022-10-18,eye liner,comestic,12,8,6,96
2022-10-18,face cleanser,comestic,25,32,6,800
2022-10-19,lipstick,comestic,15,46,5,690
2022-10-19,microwave,electronics,300,42,5,12600
2022-10-19,fridge,electronics,1200,42,9,50400
2022-10-19,air conditioner,electronics,800,4,7,3200
2022-10-19,air conditioner,electronics,800,22,3,17600
2022-10-19,fragrance,comestic,50,31,7,1550
2022-10-19,fridge,electronics,1200,15,1,18000
2022-10-19,air conditioner,electronics,800,34,1,27200
2022-10-19,air conditioner,electronics,800,5,8,4000
2022-10-19,air conditioner,electronics,800,4,1,3200
2022-10-20,eye liner,comestic,12,41,1,492
2022-10-20,fridge,electronics,1200,36,1,43200
2022-10-20,face cleanser,comestic,25,49,10,1225
2022-10-20,microwave,electronics,300,33,2,9900
2022-10-20,air conditioner,electronics,800,16,8,12800
2022-10-20,eye liner,comestic,12,26,1,312
2022-10-20,fridge,electronics,1200,40,5,48000
2022-10-20,microwave,electronics,300,19,8,5700
2022-10-20,suncream,comestic,20,31,1,620
2022-10-20,laptop,electronics,1000,24,4,24000
2022-10-21,microwave,electronics,300,34,6,10200
2022-10-21,fridge,electronics,1200,32,6,38400
2022-10-21,suncream,comestic,20,19,5,380
2022-10-21,suncream,comestic,20,44,8,880
2022-10-21,laptop,electronics,1000,24,4,24000
2022-10-21,eye liner,comestic,12,15,5,180
2022-10-21,smartphone,electronics,500,33,6,16500
2022-10-21,smartphone,electronics,500,31,2,15500
2022-10-21,air conditioner,electronics,800,42,7,33600
2022-10-21,suncream,comestic,20,17,8,340
2022-10-22,fridge,electronics,1200,29,5,34800
2022-10-22,fridge,electronics,1200,10,1,12000
2022-10-22,fridge,electronics,1200,48,7,57600
2022-10-22,microwave,electronics,300,28,4,8400
2022-10-22,air conditioner,electronics,800,30,3,24000
2022-10-22,microwave,electronics,300,40,9,12000
2022-10-22,suncream,comestic,20,19,10,380
2022-10-22,lipstick,comestic,15,6,3,90
2022-10-22,oven,electronics,600,41,1,24600
2022-10-22,fridge,electronics,1200,19,10,22800
2022-10-23,fragrance,comestic,50,50,2,2500
2022-10-23,oven,electronics,600,25,10,15000
2022-10-23,fragrance,comestic,50,29,9,1450
2022-10-23,suncream,comestic,20,20,9,400
2022-10-23,mascara,comestic,10,8,2,80
2022-10-23,smartphone,electronics,500,13,5,6500
2022-10-23,smartphone,electronics,500,22,5,11000
2022-10-23,face cleanser,comestic,25,1,3,25
2022-10-23,mascara,comestic,10,29,4,290
2022-10-23,mascara,comestic,10,36,7,360
2022-10-24,face cleanser,comestic,25,39,1,975
2022-10-24,oven,electronics,600,3,5,1800
2022-10-24,microwave,electronics,300,10,10,3000
2022-10-24,air conditioner,electronics,800,36,4,28800
2022-10-24,smartphone,electronics,500,20,10,10000
2022-10-24,face cleanser,comestic,25,23,5,575
2022-10-24,laptop,electronics,1000,13,1,13000
2022-10-24,laptop,electronics,1000,14,7,14000
2022-10-24,smartphone,electronics,500,45,5,22500
2022-10-24,eye liner,comestic,12,39,5,468
2022-10-25,eye liner,comestic,12,15,3,180
2022-10-25,microwave,electronics,300,45,4,13500
2022-10-25,oven,electronics,600,47,4,28200
2022-10-25,oven,electronics,600,11,2,6600
2022-10-25,smartphone,electronics,500,9,4,4500
2022-10-25,fridge,electronics,1200,47,10,56400
2022-10-25,oven,electronics,600,31,3,18600
2022-10-25,microwave,electronics,300,7,10,2100
2022-10-25,smartphone,electronics,500,39,10,19500
2022-10-25,mascara,comestic,10,2,4,20
2022-10-26,lipstick,comestic,15,26,8,390
2022-10-26,fridge,electronics,1200,9,9,10800
2022-10-26,face cleanser,comestic,25,35,1,875
2022-10-26,fragrance,comestic,50,15,9,750
2022-10-26,laptop,electronics,1000,8,6,8000
2022-10-26,microwave,electronics,300,37,8,11100
2022-10-26,fragrance,comestic,50,47,8,2350
2022-10-26,mascara,comestic,10,30,6,300
2022-10-26,oven,electronics,600,18,5,10800
2022-10-26,lipstick,comestic,15,5,10,75
2022-10-27,eye liner,comestic,12,36,10,432
2022-10-27,fragrance,comestic,50,48,5,2400
2022-10-27,suncream,comestic,20,22,2,440
2022-10-27,fragrance,comestic,50,9,2,450
2022-10-27,mascara,comestic,10,43,10,430
2022-10-27,mascara,comestic,10,39,6,390
2022-10-27,eye liner,comestic,12,44,6,528
2022-10-27,suncream,comestic,20,42,10,840
2022-10-27,mascara,comestic,10,26,5,260
2022-10-27,lipstick,comestic,15,49,8,735
2022-10-28,face cleanser,comestic,25,5,7,125
2022-10-28,smartphone,electronics,500,6,4,3000
2022-10-28,lipstick,comestic,15,6,5,90
2022-10-28,fragrance,comestic,50,46,8,2300
2022-10-28,smartphone,electronics,500,39,5,19500
2022-10-28,fragrance,comestic,50,43,3,2150
2022-10-28,mascara,comestic,10,34,4,340
2022-10-28,air conditioner,electronics,800,34,9,27200
2022-10-28,fragrance,comestic,50,38,7,1900
2022-10-28,air conditioner,electronics,800,46,7,36800
2022-10-29,laptop,electronics,1000,33,2,33000
2022-10-29,eye liner,comestic,12,20,6,240
2022-10-29,microwave,electronics,300,9,10,2700
2022-10-29,oven,electronics,600,1,5,600
2022-10-29,fridge,electronics,1200,21,3,25200
2022-10-29,laptop,electronics,1000,20,4,20000
2022-10-29,suncream,comestic,20,37,5,740
2022-10-29,eye liner,comestic,12,9,5,108
2022-10-29,fragrance,comestic,50,11,4,550
2022-10-29,oven,electronics,600,18,8,10800
2022-10-30,mascara,comestic,10,16,7,160
2022-10-30,suncream,comestic,20,31,6,620
2022-10-30,eye liner,comestic,12,8,10,96
2022-10-30,face cleanser,comestic,25,19,5,475
2022-10-30,face cleanser,comestic,25,7,1,175
2022-10-30,mascara,comestic,10,34,5,340
2022-10-30,fragrance,comestic,50,32,4,1600
2022-10-30,microwave,electronics,300,10,6,3000
2022-10-30,fridge,electronics,1200,46,5,55200
2022-10-30,eye liner,comestic,12,41,7,492
2022-10-31,fridge,electronics,1200,44,6,52800
2022-10-31,eye liner,comestic,12,8,6,96
2022-10-31,fragrance,comestic,50,40,8,2000
2022-10-31,suncream,comestic,20,13,3,260
2022-10-31,smartphone,electronics,500,37,7,18500
2022-10-31,smartphone,electronics,500,34,3,17000
2022-10-31,smartphone,electronics,500,20,7,10000
2022-10-31,microwave,electronics,300,49,10,14700
2022-10-31,smartphone,electronics,500,12,9,6000
2022-10-31,air conditioner,electronics,800,26,7,20800
2022-11-01,air conditioner,electronics,800,9,1,7200
2022-11-01,suncream,comestic,20,5,3,100
2022-11-01,fragrance,comestic,50,40,6,2000
2022-11-01,microwave,electronics,300,41,9,12300
2022-11-01,face cleanser,comestic,25,6,3,150
2022-11-01,laptop,electronics,1000,5,2,5000
2022-11-01,air conditioner,electronics,800,20,1,16000
2022-11-01,lipstick,comestic,15,25,10,375
2022-11-01,fragrance,comestic,50,33,1,1650
2022-11-01,microwave,electronics,300,43,3,12900
2022-11-02,oven,electronics,600,40,5,24000
2022-11-02,suncream,comestic,20,4,2,80
2022-11-02,microwave,electronics,300,13,1,3900
2022-11-02,face cleanser,comestic,25,10,4,250
2022-11-02,lipstick,comestic,15,47,10,705
2022-11-02,oven,electronics,600,10,10,6000
2022-11-02,suncream,comestic,20,25,9,500
2022-11-02,oven,electronics,600,39,4,23400
2022-11-02,smartphone,electronics,500,25,7,12500
2022-11-02,fragrance,comestic,50,16,3,800
2022-11-03,laptop,electronics,1000,46,10,46000
2022-11-03,microwave,electronics,300,46,5,13800
2022-11-03,fridge,electronics,1200,21,5,25200
2022-11-03,smartphone,electronics,500,26,9,13000
2022-11-03,face cleanser,comestic,25,40,8,1000
2022-11-03,mascara,comestic,10,43,5,430
2022-11-03,air conditioner,electronics,800,40,10,32000
2022-11-03,eye liner,comestic,12,13,5,156
2022-11-03,microwave,electronics,300,45,4,13500
2022-11-03,oven,electronics,600,14,4,8400
2022-11-04,laptop,electronics,1000,3,1,3000
2022-11-04,eye liner,comestic,12,7,5,84
2022-11-04,fridge,electronics,1200,34,9,40800
2022-11-04,suncream,comestic,20,15,2,300
2022-11-04,fragrance,comestic,50,10,4,500
2022-11-04,laptop,electronics,1000,1,4,1000
2022-11-04,fragrance,comestic,50,26,2,1300
2022-11-04,suncream,comestic,20,50,10,1000
2022-11-04,smartphone,electronics,500,5,3,2500
2022-11-04,laptop,electronics,1000,8,8,8000
2022-11-05,air conditioner,electronics,800,12,5,9600
2022-11-05,face cleanser,comestic,25,23,3,575
2022-11-05,microwave,electronics,300,36,3,10800
2022-11-05,oven,electronics,600,10,8,6000
2022-11-05,eye liner,comestic,12,15,7,180
2022-11-05,microwave,electronics,300,2,3,600
